userId,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
user6048,24.0,24.0,16.0,46.0,8.0,77.0,29.0,99.0,66.0,89.0
user6049,76.0,96.0,51.0,39.0,29.0,,62.0,83.0,6.0,51.0
user6050,,62.0,2.0,79.0,36.0,,69.0,46.0,44.0,41.0
user6051,88.0,25.0,,70.0,,88.0,86.0,84.0,57.0,65.0
user6052,55.0,56.0,,25.0,87.0,54.0,,14.0,,94.0
user6053,18.0,19.0,16.0,29.0,,95.0,75.0,,26.0,42.0
user6054,,64.0,,72.0,72.0,76.0,58.0,81.0,79.0,49.0
user6055,53.0,63.0,66.0,83.0,57.0,89.0,77.0,95.0,23.0,37.0
user6056,41.0,99.0,5.0,55.0,29.0,63.0,18.0,53.0,78.0,
user6057,18.0,32.0,,80.0,30.0,59.0,58.0,,,41.0
user6058,93.0,46.0,57.0,100.0,56.0,,,13.0,54.0,20.0
user6059,47.0,,8.0,,,76.0,77.0,59.0,61.0,
user6060,24.0,,90.0,13.0,,95.0,87.0,68.0,69.0,57.0
user6061,6.0,,46.0,81.0,,50.0,22.0,85.0,89.0,90.0
user6062,38.0,71.0,,1.0,42.0,85.0,,65.0,80.0,81.0
user6063,25.0,60.0,67.0,30.0,51.0,,17.0,76.0,47.0,71.0
user6064,58.0,34.0,11.0,,76.0,24.0,5.0,,,
user6065,29.0,3.0,,,,64.0,24.0,92.0,,67.0
user6066,93.0,,,31.0,62.0,87.0,,14.0,,82.0
user6067,93.0,,28.0,,,1.0,46.0,95.0,7.0,97.0
user6068,91.0,36.0,,52.0,24.0,25.0,96.0,10.0,47.0,
user6069,65.0,,15.0,82.0,73.0,89.0,38.0,83.0,38.0,72.0
user6070,,93.0,,67.0,56.0,27.0,97.0,17.0,78.0,18.0
user6071,,68.0,9.0,68.0,74.0,,23.0,33.0,11.0,45.0
user6072,90.0,38.0,85.0,4.0,,14.0,30.0,64.0,96.0,41.0
user6073,,3.0,11.0,1.0,97.0,11.0,43.0,33.0,79.0,68.0
user6074,,21.0,,,,,,72.0,9.0,
user6075,68.0,95.0,5.0,80.0,1.0,100.0,,94.0,50.0,39.0
user6076,57.0,46.0,3.0,68.0,45.0,57.0,61.0,24.0,51.0,
user6077,57.0,39.0,78.0,15.0,47.0,9.0,29.0,97.0,,
user6078,32.0,,88.0,89.0,,30.0,53.0,17.0,62.0,33.0
user6079,33.0,62.0,21.0,66.0,61.0,100.0,13.0,11.0,24.0,46.0
user6080,,89.0,,37.0,33.0,59.0,8.0,23.0,40.0,56.0
user6081,86.0,,41.0,17.0,,19.0,,34.0,1.0,16.0
user6082,79.0,85.0,25.0,,100.0,38.0,14.0,,24.0,85.0
user6083,95.0,,,,17.0,80.0,37.0,83.0,68.0,42.0
user6084,20.0,,8.0,83.0,32.0,99.0,44.0,,8.0,59.0
user6085,,67.0,51.0,15.0,,78.0,35.0,,5.0,47.0
user6086,92.0,17.0,8.0,67.0,58.0,,60.0,40.0,81.0,
user6087,15.0,68.0,45.0,55.0,,13.0,,62.0,65.0,21.0
user6088,,50.0,,25.0,7.0,12.0,64.0,78.0,82.0,8.0
user6089,86.0,23.0,82.0,,46.0,17.0,6.0,83.0,,69.0
user6090,,7.0,,67.0,,21.0,42.0,80.0,98.0,25.0
user6091,74.0,40.0,9.0,62.0,27.0,41.0,62.0,20.0,91.0,
user6092,61.0,7.0,24.0,73.0,89.0,1.0,63.0,65.0,46.0,65.0
user6093,95.0,43.0,13.0,28.0,66.0,31.0,76.0,,,11.0
user6094,88.0,88.0,88.0,,14.0,,96.0,21.0,45.0,29.0
user6095,,,42.0,45.0,13.0,74.0,96.0,,80.0,
user6096,28.0,63.0,69.0,41.0,,28.0,91.0,93.0,29.0,89.0
user6097,32.0,39.0,,,22.0,,,,16.0,27.0
user6098,66.0,,63.0,12.0,88.0,62.0,17.0,86.0,,31.0
user6099,66.0,,87.0,59.0,98.0,68.0,92.0,4.0,51.0,29.0
user6100,29.0,52.0,29.0,57.0,68.0,21.0,13.0,85.0,50.0,78.0
user6101,17.0,60.0,44.0,36.0,83.0,4.0,20.0,31.0,,99.0
user6102,83.0,,1.0,28.0,36.0,,,47.0,42.0,92.0
user6103,47.0,7.0,50.0,22.0,63.0,72.0,,33.0,75.0,7.0
user6104,57.0,89.0,61.0,12.0,55.0,23.0,37.0,21.0,71.0,66.0
user6105,51.0,63.0,21.0,,32.0,66.0,66.0,,77.0,90.0
user6106,,17.0,,,41.0,50.0,84.0,17.0,47.0,46.0
user6107,73.0,74.0,,98.0,,78.0,97.0,78.0,90.0,33.0
user6108,78.0,4.0,73.0,53.0,20.0,,33.0,,,64.0
user6109,72.0,40.0,,81.0,,5.0,53.0,52.0,20.0,27.0
user6110,77.0,78.0,79.0,88.0,,52.0,41.0,46.0,51.0,87.0
user6111,56.0,30.0,51.0,51.0,29.0,17.0,31.0,99.0,94.0,79.0
user6112,45.0,,,79.0,40.0,18.0,70.0,86.0,22.0,59.0
user6113,34.0,,31.0,60.0,54.0,85.0,35.0,10.0,43.0,65.0
user6114,56.0,67.0,56.0,,74.0,35.0,40.0,81.0,86.0,68.0
user6115,60.0,6.0,,26.0,78.0,11.0,,87.0,,72.0
user6116,82.0,30.0,15.0,14.0,28.0,16.0,28.0,80.0,27.0,66.0
user6117,15.0,61.0,89.0,5.0,,,6.0,34.0,,34.0
user6118,,73.0,32.0,37.0,71.0,1.0,79.0,7.0,21.0,23.0
user6119,75.0,,90.0,78.0,100.0,,,,71.0,78.0
user6120,93.0,46.0,42.0,93.0,20.0,,52.0,41.0,55.0,94.0
user6121,13.0,43.0,81.0,86.0,15.0,71.0,69.0,21.0,12.0,4.0
user6122,70.0,80.0,26.0,64.0,,36.0,7.0,5.0,,52.0
user6123,29.0,,,,40.0,64.0,,21.0,75.0,92.0
user6124,,95.0,42.0,,37.0,64.0,54.0,,98.0,24.0
user6125,19.0,,12.0,72.0,69.0,68.0,97.0,9.0,21.0,
user6126,,,56.0,76.0,14.0,,31.0,,39.0,57.0
user6127,66.0,40.0,76.0,46.0,,27.0,87.0,85.0,,37.0
user6128,23.0,85.0,,14.0,6.0,,82.0,69.0,26.0,40.0
user6129,62.0,4.0,18.0,85.0,18.0,,57.0,38.0,70.0,
user6130,,4.0,96.0,,92.0,91.0,,22.0,93.0,27.0
user6131,32.0,44.0,,7.0,56.0,66.0,93.0,1.0,36.0,17.0
user6132,,74.0,,79.0,8.0,,12.0,76.0,,44.0
user6133,10.0,3.0,,9.0,6.0,4.0,88.0,50.0,60.0,26.0
user6134,22.0,,96.0,37.0,67.0,12.0,19.0,,48.0,
user6135,94.0,63.0,46.0,12.0,,54.0,84.0,85.0,,
user6136,23.0,,,,20.0,9.0,,95.0,40.0,30.0
user6137,89.0,,72.0,30.0,89.0,91.0,,36.0,76.0,
user6138,45.0,54.0,,18.0,,,47.0,6.0,44.0,99.0
user6139,38.0,,65.0,31.0,2.0,72.0,40.0,81.0,58.0,
user6140,27.0,,45.0,15.0,16.0,12.0,35.0,96.0,77.0,
user6141,15.0,11.0,33.0,34.0,43.0,98.0,,58.0,47.0,70.0
user6142,44.0,22.0,,,,98.0,77.0,72.0,77.0,
user6143,33.0,17.0,53.0,96.0,,10.0,51.0,82.0,38.0,18.0
user6144,,,74.0,38.0,68.0,57.0,14.0,91.0,67.0,18.0
user6145,40.0,68.0,10.0,91.0,100.0,41.0,88.0,82.0,68.0,
user6146,8.0,47.0,87.0,,28.0,40.0,,60.0,58.0,82.0
user6147,31.0,86.0,19.0,,83.0,98.0,97.0,81.0,14.0,82.0
user6148,58.0,,71.0,83.0,,61.0,,75.0,96.0,65.0
user6149,56.0,44.0,41.0,55.0,77.0,12.0,97.0,34.0,41.0,
user6150,,17.0,23.0,10.0,,69.0,95.0,26.0,2.0,63.0
user6151,23.0,99.0,28.0,54.0,70.0,82.0,82.0,8.0,26.0,81.0
user6152,7.0,95.0,48.0,89.0,66.0,64.0,38.0,34.0,86.0,68.0
user6153,73.0,99.0,,,80.0,19.0,48.0,100.0,58.0,
user6154,50.0,73.0,62.0,,51.0,14.0,78.0,,93.0,19.0
user6155,76.0,,98.0,,68.0,12.0,39.0,31.0,52.0,2.0
user6156,1.0,26.0,100.0,38.0,13.0,39.0,66.0,,,42.0
user6157,48.0,23.0,,86.0,45.0,90.0,34.0,80.0,28.0,92.0
user6158,,87.0,47.0,13.0,,20.0,79.0,31.0,43.0,72.0
user6159,35.0,44.0,92.0,62.0,56.0,82.0,49.0,76.0,85.0,
user6160,44.0,18.0,60.0,,81.0,70.0,65.0,78.0,61.0,77.0
user6161,84.0,,,57.0,27.0,28.0,,2.0,78.0,63.0
user6162,85.0,12.0,10.0,2.0,53.0,,47.0,91.0,,55.0
user6163,28.0,97.0,,69.0,87.0,,52.0,10.0,51.0,50.0
user6164,,53.0,82.0,100.0,,28.0,69.0,72.0,35.0,58.0
user6165,51.0,88.0,,33.0,58.0,60.0,,,26.0,28.0
user6166,44.0,64.0,60.0,49.0,81.0,19.0,36.0,22.0,,
user6167,,66.0,,52.0,11.0,34.0,,,94.0,62.0
user6168,,73.0,90.0,60.0,57.0,,69.0,92.0,,93.0
user6169,36.0,99.0,6.0,,,62.0,37.0,25.0,,10.0
user6170,19.0,5.0,54.0,65.0,32.0,,64.0,8.0,96.0,79.0
user6171,71.0,87.0,,2.0,,94.0,59.0,75.0,14.0,7.0
user6172,43.0,,48.0,60.0,53.0,57.0,37.0,97.0,,
user6173,92.0,99.0,19.0,86.0,,38.0,,84.0,49.0,15.0
user6174,78.0,28.0,99.0,,28.0,51.0,4.0,,16.0,48.0
user6175,96.0,70.0,14.0,45.0,48.0,96.0,63.0,79.0,88.0,
user6176,35.0,46.0,26.0,67.0,43.0,2.0,34.0,,49.0,42.0
user6177,,,26.0,9.0,85.0,,98.0,42.0,87.0,17.0
user6178,26.0,58.0,,59.0,,31.0,52.0,,37.0,82.0
user6179,8.0,61.0,,27.0,36.0,2.0,,,,
user6180,27.0,6.0,42.0,,98.0,87.0,68.0,,69.0,73.0
user6181,55.0,,8.0,42.0,70.0,64.0,,72.0,,45.0
user6182,15.0,91.0,47.0,,44.0,52.0,20.0,54.0,31.0,57.0
user6183,23.0,49.0,1.0,,,,,58.0,40.0,
user6184,,,,33.0,26.0,,61.0,84.0,43.0,38.0
user6185,48.0,23.0,82.0,83.0,60.0,59.0,93.0,84.0,88.0,44.0
user6186,91.0,50.0,42.0,14.0,4.0,56.0,,55.0,5.0,
user6187,24.0,7.0,76.0,,15.0,8.0,95.0,40.0,42.0,9.0
user6188,26.0,22.0,66.0,7.0,42.0,81.0,95.0,9.0,,12.0
user6189,,27.0,1.0,43.0,49.0,90.0,27.0,61.0,14.0,
user6190,18.0,,43.0,,84.0,56.0,,40.0,64.0,
user6191,97.0,66.0,,9.0,33.0,34.0,81.0,7.0,42.0,30.0
user6192,22.0,77.0,56.0,37.0,82.0,,,35.0,62.0,23.0
user6193,12.0,17.0,84.0,,39.0,62.0,60.0,20.0,79.0,4.0
user6194,62.0,,,60.0,,,12.0,71.0,77.0,76.0
user6195,15.0,85.0,34.0,,,19.0,76.0,18.0,97.0,86.0
user6196,87.0,34.0,6.0,17.0,4.0,45.0,100.0,57.0,46.0,49.0
user6197,93.0,28.0,94.0,71.0,,96.0,98.0,9.0,99.0,85.0
user6198,34.0,,,97.0,70.0,9.0,,7.0,,32.0
user6199,17.0,61.0,,7.0,59.0,46.0,46.0,,25.0,58.0
user6200,4.0,15.0,58.0,,43.0,94.0,80.0,17.0,73.0,48.0
user6201,21.0,7.0,88.0,38.0,74.0,21.0,,83.0,31.0,
user6202,64.0,43.0,33.0,98.0,16.0,56.0,52.0,14.0,,8.0
user6203,43.0,,71.0,10.0,40.0,14.0,,3.0,,
user6204,15.0,39.0,19.0,82.0,57.0,6.0,1.0,32.0,34.0,92.0
user6205,78.0,57.0,57.0,37.0,15.0,2.0,1.0,75.0,58.0,60.0
user6206,6.0,19.0,33.0,40.0,77.0,62.0,64.0,,33.0,67.0
user6207,33.0,5.0,61.0,,69.0,51.0,,50.0,,24.0
user6208,,81.0,53.0,16.0,,37.0,45.0,80.0,,27.0
user6209,48.0,35.0,30.0,79.0,17.0,88.0,77.0,34.0,78.0,71.0
user6210,85.0,55.0,2.0,94.0,,84.0,13.0,54.0,,2.0
user6211,87.0,51.0,83.0,20.0,34.0,30.0,7.0,75.0,62.0,36.0
user6212,14.0,23.0,76.0,28.0,,31.0,50.0,96.0,58.0,
user6213,93.0,26.0,75.0,95.0,,34.0,,81.0,7.0,
user6214,,,,,51.0,14.0,75.0,3.0,84.0,16.0
user6215,,98.0,56.0,,,90.0,19.0,55.0,48.0,18.0
user6216,72.0,70.0,47.0,26.0,23.0,,29.0,29.0,70.0,32.0
user6217,,30.0,82.0,57.0,21.0,74.0,100.0,59.0,64.0,29.0
user6218,19.0,100.0,14.0,40.0,14.0,32.0,,63.0,26.0,68.0
user6219,,100.0,8.0,20.0,50.0,6.0,35.0,,98.0,18.0
user6220,11.0,11.0,1.0,44.0,,79.0,55.0,12.0,,4.0
user6221,40.0,5.0,18.0,37.0,19.0,64.0,77.0,100.0,1.0,32.0
user6222,3.0,77.0,66.0,40.0,2.0,,58.0,13.0,61.0,24.0
user6223,47.0,47.0,2.0,42.0,28.0,2.0,38.0,58.0,,54.0
user6224,14.0,93.0,,24.0,14.0,57.0,78.0,37.0,65.0,58.0
user6225,,53.0,27.0,51.0,46.0,10.0,3.0,65.0,38.0,10.0
user6226,99.0,64.0,33.0,18.0,67.0,80.0,56.0,42.0,21.0,75.0
user6227,,,27.0,,38.0,68.0,78.0,89.0,34.0,65.0
user6228,49.0,37.0,30.0,,1.0,,91.0,,17.0,60.0
user6229,,100.0,9.0,82.0,65.0,83.0,28.0,28.0,93.0,48.0
user6230,38.0,24.0,64.0,97.0,71.0,,90.0,,,47.0
user6231,45.0,7.0,44.0,,12.0,4.0,52.0,22.0,9.0,22.0
user6232,46.0,,60.0,33.0,76.0,,53.0,14.0,6.0,26.0
user6233,62.0,55.0,6.0,62.0,67.0,,21.0,10.0,59.0,91.0
user6234,76.0,1.0,10.0,65.0,82.0,67.0,44.0,,68.0,55.0
user6235,21.0,59.0,83.0,93.0,27.0,99.0,9.0,99.0,88.0,
user6236,32.0,73.0,80.0,57.0,20.0,,1.0,,4.0,82.0
user6237,25.0,23.0,9.0,40.0,89.0,69.0,72.0,55.0,80.0,62.0
user6238,100.0,75.0,,,40.0,58.0,56.0,44.0,69.0,19.0
user6239,77.0,26.0,78.0,,,78.0,13.0,44.0,76.0,39.0
user6240,100.0,91.0,73.0,16.0,58.0,75.0,9.0,83.0,28.0,50.0
user6241,,35.0,95.0,30.0,,5.0,64.0,,,7.0
user6242,22.0,50.0,51.0,80.0,44.0,48.0,87.0,27.0,5.0,44.0
user6243,62.0,,70.0,34.0,50.0,54.0,45.0,,42.0,33.0
user6244,55.0,97.0,75.0,23.0,67.0,85.0,38.0,,38.0,98.0
user6245,77.0,90.0,71.0,55.0,82.0,17.0,,,47.0,100.0
user6246,,12.0,66.0,60.0,,46.0,46.0,59.0,,
user6247,,48.0,54.0,,32.0,,46.0,65.0,40.0,55.0
user6248,40.0,23.0,6.0,91.0,,89.0,82.0,20.0,16.0,95.0
user6249,,29.0,91.0,,70.0,29.0,60.0,,,
user6250,,84.0,68.0,45.0,55.0,,38.0,48.0,,24.0
user6251,66.0,18.0,77.0,79.0,36.0,84.0,74.0,,34.0,7.0
user6252,38.0,63.0,87.0,34.0,,17.0,,27.0,10.0,
user6253,98.0,37.0,32.0,83.0,34.0,34.0,83.0,82.0,,89.0
user6254,19.0,52.0,30.0,51.0,,2.0,25.0,64.0,7.0,23.0
user6255,51.0,2.0,5.0,57.0,,,57.0,20.0,2.0,99.0
user6256,,61.0,67.0,30.0,37.0,90.0,49.0,47.0,11.0,68.0
user6257,56.0,46.0,44.0,34.0,70.0,27.0,72.0,50.0,88.0,
user6258,47.0,62.0,,11.0,62.0,72.0,,28.0,,32.0
user6259,98.0,92.0,48.0,79.0,92.0,31.0,40.0,41.0,32.0,48.0
user6260,13.0,,81.0,8.0,33.0,45.0,34.0,65.0,,84.0
user6261,,,86.0,,,34.0,83.0,11.0,,
user6262,94.0,74.0,,38.0,40.0,57.0,,74.0,,57.0
user6263,,,88.0,37.0,,51.0,82.0,44.0,,78.0
user6264,,47.0,36.0,95.0,53.0,48.0,35.0,87.0,33.0,
user6265,40.0,65.0,52.0,22.0,98.0,13.0,47.0,52.0,32.0,83.0
user6266,53.0,35.0,67.0,83.0,44.0,2.0,25.0,50.0,62.0,95.0
user6267,86.0,,70.0,,,56.0,44.0,46.0,59.0,
user6268,37.0,12.0,30.0,32.0,74.0,3.0,,84.0,88.0,26.0
user6269,68.0,41.0,41.0,80.0,37.0,19.0,29.0,2.0,58.0,54.0
user6270,83.0,,75.0,68.0,54.0,46.0,,75.0,62.0,61.0
user6271,46.0,56.0,91.0,,22.0,71.0,16.0,73.0,87.0,27.0
user6272,11.0,32.0,96.0,3.0,3.0,59.0,,,2.0,24.0
user6273,,89.0,37.0,40.0,67.0,4.0,38.0,15.0,56.0,
user6274,22.0,6.0,5.0,25.0,71.0,,84.0,,44.0,66.0
user6275,73.0,85.0,80.0,11.0,60.0,30.0,28.0,44.0,5.0,23.0
user6276,,74.0,81.0,90.0,93.0,,84.0,26.0,1.0,71.0
user6277,,4.0,36.0,,32.0,99.0,70.0,11.0,46.0,46.0
user6278,9.0,,22.0,40.0,87.0,81.0,37.0,50.0,27.0,41.0
user6279,61.0,54.0,32.0,86.0,,100.0,8.0,53.0,8.0,45.0
user6280,12.0,83.0,85.0,86.0,67.0,76.0,,14.0,23.0,
user6281,34.0,,36.0,61.0,98.0,20.0,29.0,43.0,,
user6282,57.0,88.0,20.0,65.0,70.0,,,85.0,,3.0
user6283,,21.0,73.0,40.0,60.0,97.0,96.0,20.0,40.0,
user6284,57.0,89.0,95.0,,,,12.0,21.0,17.0,32.0
user6285,91.0,22.0,63.0,3.0,,31.0,,60.0,63.0,98.0
user6286,34.0,98.0,,8.0,95.0,63.0,59.0,11.0,45.0,71.0
user6287,89.0,,98.0,1.0,87.0,,34.0,49.0,59.0,30.0
user6288,94.0,84.0,74.0,,,51.0,33.0,56.0,,87.0
user6289,,44.0,68.0,4.0,89.0,100.0,,95.0,43.0,96.0
user6290,81.0,78.0,55.0,,57.0,,24.0,,21.0,35.0
user6291,83.0,15.0,40.0,3.0,5.0,15.0,34.0,,80.0,94.0
user6292,39.0,86.0,50.0,4.0,58.0,30.0,13.0,12.0,62.0,56.0
user6293,,82.0,96.0,,34.0,33.0,88.0,37.0,87.0,88.0
user6294,,91.0,69.0,,87.0,4.0,46.0,,14.0,51.0
user6295,17.0,38.0,91.0,65.0,42.0,35.0,,97.0,49.0,3.0
user6296,,92.0,97.0,13.0,,96.0,99.0,94.0,62.0,26.0
user6297,95.0,,41.0,40.0,5.0,75.0,86.0,5.0,,96.0
user6298,,88.0,17.0,6.0,,,30.0,,88.0,90.0
user6299,,21.0,22.0,37.0,82.0,30.0,58.0,33.0,64.0,70.0
user6300,14.0,,27.0,25.0,27.0,,94.0,33.0,96.0,97.0
user6301,94.0,,50.0,19.0,89.0,65.0,2.0,76.0,81.0,
user6302,95.0,19.0,66.0,20.0,,42.0,68.0,20.0,70.0,36.0
user6303,61.0,67.0,15.0,45.0,,38.0,35.0,4.0,58.0,26.0
user6304,28.0,39.0,67.0,93.0,38.0,87.0,99.0,54.0,,21.0
user6305,98.0,94.0,42.0,41.0,38.0,,10.0,89.0,34.0,39.0
user6306,96.0,83.0,62.0,22.0,47.0,27.0,,54.0,4.0,44.0
user6307,38.0,23.0,54.0,79.0,25.0,,99.0,40.0,81.0,34.0
user6308,78.0,52.0,13.0,21.0,,9.0,72.0,56.0,50.0,11.0
user6309,18.0,,89.0,86.0,43.0,86.0,,55.0,94.0,33.0
user6310,19.0,52.0,,,19.0,,37.0,,77.0,21.0
user6311,16.0,4.0,46.0,79.0,71.0,65.0,26.0,41.0,,60.0
user6312,17.0,99.0,38.0,12.0,52.0,71.0,76.0,26.0,78.0,75.0
user6313,77.0,69.0,56.0,88.0,81.0,44.0,42.0,53.0,18.0,15.0
user6314,26.0,63.0,46.0,48.0,68.0,70.0,54.0,25.0,43.0,90.0
user6315,25.0,56.0,,3.0,59.0,39.0,,,,53.0
user6316,,,58.0,18.0,99.0,23.0,12.0,85.0,,
user6317,54.0,68.0,12.0,65.0,44.0,,,20.0,42.0,
user6318,64.0,48.0,,40.0,47.0,,50.0,29.0,44.0,53.0
user6319,60.0,69.0,96.0,77.0,,4.0,35.0,67.0,93.0,
user6320,39.0,11.0,70.0,61.0,94.0,,94.0,17.0,46.0,70.0
user6321,24.0,72.0,51.0,95.0,71.0,57.0,90.0,36.0,57.0,75.0
user6322,,,,82.0,13.0,18.0,,86.0,22.0,66.0
user6323,12.0,,38.0,64.0,,,20.0,52.0,28.0,
user6324,,78.0,9.0,2.0,83.0,62.0,,29.0,33.0,29.0
user6325,5.0,81.0,,,,,22.0,40.0,87.0,
user6326,,63.0,91.0,83.0,22.0,6.0,18.0,24.0,89.0,25.0
user6327,,88.0,,86.0,,99.0,,1.0,82.0,57.0
user6328,75.0,19.0,91.0,5.0,,99.0,10.0,83.0,29.0,6.0
user6329,29.0,89.0,60.0,71.0,9.0,18.0,45.0,32.0,,
user6330,2.0,10.0,20.0,99.0,16.0,,67.0,43.0,98.0,25.0
user6331,41.0,4.0,5.0,97.0,72.0,,43.0,88.0,57.0,61.0
user6332,38.0,,58.0,65.0,,52.0,52.0,89.0,15.0,95.0
user6333,,92.0,,65.0,,34.0,94.0,35.0,,
user6334,60.0,12.0,52.0,67.0,77.0,11.0,,,58.0,94.0
user6335,33.0,40.0,90.0,84.0,2.0,49.0,38.0,,93.0,
user6336,60.0,59.0,4.0,,,49.0,,29.0,87.0,1.0
user6337,85.0,97.0,3.0,55.0,,82.0,,,,
user6338,76.0,,89.0,64.0,96.0,6.0,24.0,72.0,,57.0
user6339,9.0,6.0,56.0,,,22.0,,7.0,44.0,70.0
user6340,17.0,39.0,98.0,61.0,,,76.0,83.0,75.0,
user6341,100.0,80.0,22.0,5.0,48.0,84.0,84.0,37.0,26.0,21.0
user6342,57.0,24.0,,85.0,21.0,64.0,63.0,,6.0,
user6343,88.0,100.0,39.0,6.0,46.0,27.0,98.0,81.0,50.0,57.0
user6344,100.0,63.0,17.0,52.0,15.0,,59.0,19.0,80.0,86.0
user6345,45.0,55.0,84.0,75.0,3.0,74.0,38.0,,4.0,50.0
user6346,44.0,44.0,49.0,95.0,46.0,61.0,83.0,24.0,59.0,31.0
user6347,25.0,,68.0,30.0,41.0,8.0,,7.0,94.0,2.0
user6348,36.0,41.0,,2.0,8.0,,8.0,4.0,,82.0
user6349,96.0,39.0,64.0,,7.0,19.0,,,,97.0
user6350,28.0,,,,35.0,19.0,89.0,70.0,80.0,55.0
user6351,12.0,,98.0,8.0,20.0,40.0,,98.0,33.0,
user6352,28.0,40.0,69.0,69.0,26.0,,13.0,70.0,26.0,52.0
user6353,98.0,7.0,51.0,65.0,48.0,,52.0,25.0,77.0,
user6354,72.0,78.0,,37.0,27.0,74.0,43.0,17.0,97.0,
user6355,1.0,54.0,30.0,,78.0,56.0,11.0,31.0,22.0,31.0
user6356,,,9.0,51.0,41.0,4.0,28.0,54.0,8.0,94.0
user6357,81.0,,33.0,42.0,82.0,72.0,,40.0,65.0,54.0
user6358,29.0,80.0,10.0,48.0,,,7.0,,,45.0
user6359,65.0,70.0,,,3.0,51.0,,72.0,96.0,86.0
user6360,96.0,,75.0,45.0,4.0,12.0,5.0,,78.0,36.0
user6361,,89.0,77.0,,44.0,,,8.0,75.0,
user6362,84.0,53.0,6.0,7.0,13.0,68.0,,3.0,74.0,72.0
user6363,,74.0,32.0,37.0,,12.0,50.0,,17.0,44.0
user6364,,73.0,96.0,59.0,61.0,,16.0,74.0,5.0,77.0
user6365,87.0,60.0,99.0,,33.0,19.0,59.0,5.0,,75.0
user6366,51.0,66.0,,24.0,38.0,6.0,,52.0,24.0,100.0
user6367,9.0,3.0,,,35.0,25.0,,91.0,55.0,
user6368,,83.0,9.0,,,32.0,17.0,48.0,,
user6369,100.0,72.0,69.0,82.0,77.0,85.0,13.0,,92.0,51.0
user6370,16.0,17.0,,52.0,39.0,13.0,26.0,70.0,85.0,40.0
user6371,56.0,,52.0,52.0,5.0,42.0,89.0,15.0,29.0,
user6372,87.0,83.0,29.0,78.0,28.0,,26.0,54.0,,82.0
user6373,82.0,97.0,27.0,36.0,71.0,54.0,29.0,12.0,71.0,87.0
user6374,,,8.0,,35.0,25.0,36.0,9.0,59.0,52.0
user6375,28.0,25.0,73.0,93.0,58.0,23.0,27.0,88.0,2.0,
user6376,46.0,19.0,,56.0,61.0,76.0,51.0,,83.0,28.0
user6377,35.0,,27.0,65.0,66.0,7.0,,78.0,,48.0
user6378,49.0,14.0,11.0,40.0,85.0,17.0,91.0,23.0,41.0,44.0
user6379,13.0,,84.0,91.0,94.0,8.0,,89.0,44.0,96.0
user6380,73.0,94.0,21.0,13.0,54.0,59.0,98.0,,80.0,
user6381,92.0,12.0,6.0,,94.0,41.0,83.0,36.0,,72.0
user6382,,47.0,,60.0,41.0,87.0,71.0,25.0,92.0,11.0
user6383,20.0,,34.0,4.0,55.0,46.0,9.0,,18.0,89.0
user6384,15.0,98.0,,,,,75.0,59.0,,
user6385,73.0,1.0,48.0,,12.0,96.0,11.0,58.0,39.0,82.0
user6386,66.0,37.0,95.0,65.0,34.0,23.0,52.0,57.0,3.0,48.0
user6387,86.0,,53.0,,62.0,49.0,87.0,70.0,70.0,61.0
user6388,,75.0,19.0,13.0,49.0,67.0,13.0,100.0,97.0,20.0
user6389,,52.0,17.0,12.0,,84.0,94.0,20.0,39.0,73.0
user6390,,29.0,17.0,27.0,53.0,29.0,,40.0,37.0,17.0
user6391,,,45.0,76.0,80.0,22.0,10.0,86.0,36.0,84.0
user6392,80.0,59.0,,35.0,27.0,95.0,46.0,77.0,82.0,72.0
user6393,,71.0,,,50.0,62.0,,80.0,,13.0
user6394,27.0,72.0,19.0,78.0,,,72.0,66.0,,92.0
user6395,20.0,71.0,97.0,35.0,,55.0,82.0,98.0,,97.0
user6396,42.0,31.0,91.0,55.0,88.0,7.0,57.0,14.0,53.0,13.0
user6397,,83.0,98.0,13.0,47.0,,4.0,21.0,74.0,44.0
user6398,59.0,1.0,83.0,49.0,73.0,51.0,79.0,64.0,12.0,37.0
user6399,90.0,85.0,,62.0,68.0,23.0,88.0,40.0,75.0,
user6400,41.0,40.0,11.0,53.0,91.0,68.0,90.0,61.0,,92.0
user6401,100.0,77.0,,100.0,,,33.0,57.0,43.0,84.0
user6402,,61.0,100.0,28.0,32.0,19.0,70.0,94.0,40.0,56.0
user6403,,25.0,32.0,57.0,,84.0,40.0,,34.0,55.0
user6404,12.0,45.0,8.0,27.0,,4.0,2.0,31.0,,41.0
user6405,92.0,34.0,27.0,58.0,77.0,100.0,31.0,,58.0,61.0
user6406,41.0,74.0,55.0,24.0,92.0,,12.0,83.0,30.0,
user6407,64.0,24.0,29.0,71.0,86.0,,70.0,84.0,,5.0
user6408,76.0,47.0,54.0,11.0,83.0,4.0,9.0,14.0,9.0,60.0
user6409,19.0,31.0,52.0,15.0,36.0,86.0,68.0,44.0,8.0,2.0
user6410,,56.0,60.0,4.0,30.0,6.0,14.0,,13.0,
user6411,43.0,94.0,40.0,17.0,98.0,31.0,10.0,27.0,43.0,42.0
user6412,39.0,,,91.0,41.0,,33.0,29.0,66.0,52.0
user6413,,73.0,,,48.0,96.0,86.0,76.0,34.0,
